Document,Title,Book,Author,URL,Classification,Language
GAL-3-KJBSBG.txt,Galatas 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/3,Religious,Kanjobal
GAL-4-ENGNIV.txt,Galatians 4,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/4,Religious,English
GAL-4-KJBSBG.txt,Galatas 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/4,Religious,Kanjobal
GAL-5-ENGNIV.txt,Galatians 5,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/5,Religious,English
GAL-5-KJBSBG.txt,Galatas 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/5,Religious,Kanjobal
GAL-6-ENGNIV.txt,Galatians 6,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/6,Religious,English
GAL-6-KJBSBG.txt,Galatas 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/6,Religious,Kanjobal
HEB-1-ENGNIV.txt,Hebrews 1,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/1,Religious,English
HEB-1-KJBSBG.txt,Hebreos 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/1,Religious,Kanjobal
HEB-10-ENGNIV.txt,Hebrews 10,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/10,Religious,English
HEB-10-KJBSBG.txt,Hebreos 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/10,Religious,Kanjobal
HEB-11-ENGNIV.txt,Hebrews 11,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/11,Religious,English
HEB-11-KJBSBG.txt,Hebreos 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/11,Religious,Kanjobal
HEB-12-ENGNIV.txt,Hebrews 12,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/12,Religious,English
HEB-12-KJBSBG.txt,Hebreos 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/12,Religious,Kanjobal
HEB-13-ENGNIV.txt,Hebrews 13,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/13,Religious,English
HEB-13-KJBSBG.txt,Hebreos 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/13,Religious,Kanjobal
HEB-2-ENGNIV.txt,Hebrews 2,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/2,Religious,English
HEB-2-KJBSBG.txt,Hebreos 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/2,Religious,Kanjobal
HEB-3-ENGNIV.txt,Hebrews 3,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/3,Religious,English
HEB-3-KJBSBG.txt,Hebreos 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/3,Religious,Kanjobal
HEB-4-ENGNIV.txt,Hebrews 4,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/4,Religious,English
HEB-4-KJBSBG.txt,Hebreos 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/4,Religious,Kanjobal
HEB-5-ENGNIV.txt,Hebrews 5,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/5,Religious,English
HEB-5-KJBSBG.txt,Hebreos 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/5,Religious,Kanjobal
HEB-6-ENGNIV.txt,Hebrews 6,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/6,Religious,English
HEB-6-KJBSBG.txt,Hebreos 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/6,Religious,Kanjobal
HEB-7-ENGNIV.txt,Hebrews 7,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/7,Religious,English
HEB-7-KJBSBG.txt,Hebreos 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/7,Religious,Kanjobal
HEB-8-ENGNIV.txt,Hebrews 8,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/8,Religious,English
HEB-8-KJBSBG.txt,Hebreos 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/8,Religious,Kanjobal
HEB-9-ENGNIV.txt,Hebrews 9,New Testament (New International Version),,live.bible.is/ENGNIV/HEB/9,Religious,English
HEB-9-KJBSBG.txt,Hebreos 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/HEB/9,Religious,Kanjobal
JAS-1-ENGNIV.txt,James 1,New Testament (New International Version),,live.bible.is/ENGNIV/JAS/1,Religious,English
JAS-1-KJBSBG.txt,Santiago 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JAS/1,Religious,Kanjobal
JAS-2-ENGNIV.txt,James 2,New Testament (New International Version),,live.bible.is/ENGNIV/JAS/2,Religious,English
JAS-2-KJBSBG.txt,Santiago 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JAS/2,Religious,Kanjobal
JAS-3-ENGNIV.txt,James 3,New Testament (New International Version),,live.bible.is/ENGNIV/JAS/3,Religious,English
JAS-3-KJBSBG.txt,Santiago 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JAS/3,Religious,Kanjobal
JAS-4-ENGNIV.txt,James 4,New Testament (New International Version),,live.bible.is/ENGNIV/JAS/4,Religious,English
JAS-4-KJBSBG.txt,Santiago 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JAS/4,Religious,Kanjobal
JAS-5-ENGNIV.txt,James 5,New Testament (New International Version),,live.bible.is/ENGNIV/JAS/5,Religious,English
JAS-5-KJBSBG.txt,Santiago 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JAS/5,Religious,Kanjobal
JHN-1-ENGNIV.txt,John 1,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/1,Religious,English
JHN-1-KJBSBG.txt,San Juan 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/1,Religious,Kanjobal
JHN-10-ENGNIV.txt,John 10,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/10,Religious,English
JHN-10-KJBSBG.txt,San Juan 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/10,Religious,Kanjobal
JHN-11-ENGNIV.txt,John 11,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/11,Religious,English
JHN-11-KJBSBG.txt,San Juan 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/11,Religious,Kanjobal
JHN-12-ENGNIV.txt,John 12,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/12,Religious,English
JHN-12-KJBSBG.txt,San Juan 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/12,Religious,Kanjobal
JHN-13-ENGNIV.txt,John 13,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/13,Religious,English
JHN-13-KJBSBG.txt,San Juan 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/13,Religious,Kanjobal
JHN-14-ENGNIV.txt,John 14,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/14,Religious,English
JHN-14-KJBSBG.txt,San Juan 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/14,Religious,Kanjobal
JHN-15-ENGNIV.txt,John 15,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/15,Religious,English
JHN-15-KJBSBG.txt,San Juan 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/15,Religious,Kanjobal
JHN-16-ENGNIV.txt,John 16,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/16,Religious,English
JHN-16-KJBSBG.txt,San Juan 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/16,Religious,Kanjobal
JHN-17-ENGNIV.txt,John 17,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/17,Religious,English
JHN-17-KJBSBG.txt,San Juan 17,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/17,Religious,Kanjobal
JHN-18-ENGNIV.txt,John 18,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/18,Religious,English
JHN-18-KJBSBG.txt,San Juan 18,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/18,Religious,Kanjobal
JHN-19-ENGNIV.txt,John 19,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/19,Religious,English
JHN-19-KJBSBG.txt,San Juan 19,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/19,Religious,Kanjobal
JHN-2-ENGNIV.txt,John 2,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/2,Religious,English
JHN-2-KJBSBG.txt,San Juan 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/2,Religious,Kanjobal
JHN-20-ENGNIV.txt,John 20,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/20,Religious,English
JHN-20-KJBSBG.txt,San Juan 20,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/20,Religious,Kanjobal
JHN-21-ENGNIV.txt,John 21,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/21,Religious,English
JHN-21-KJBSBG.txt,San Juan 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/21,Religious,Kanjobal
JHN-3-ENGNIV.txt,John 3,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/3,Religious,English
JHN-3-KJBSBG.txt,San Juan 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/3,Religious,Kanjobal
JHN-4-ENGNIV.txt,John 4,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/4,Religious,English
JHN-4-KJBSBG.txt,San Juan 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/4,Religious,Kanjobal
JHN-5-ENGNIV.txt,John 5,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/5,Religious,English
JHN-5-KJBSBG.txt,San Juan 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/5,Religious,Kanjobal
JHN-6-ENGNIV.txt,John 6,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/6,Religious,English
JHN-6-KJBSBG.txt,San Juan 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/6,Religious,Kanjobal
JHN-7-ENGNIV.txt,John 7,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/7,Religious,English
JHN-7-KJBSBG.txt,San Juan 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/7,Religious,Kanjobal
JHN-8-ENGNIV.txt,John 8,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/8,Religious,English
JHN-8-KJBSBG.txt,San Juan 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/8,Religious,Kanjobal
JHN-9-ENGNIV.txt,John 9,New Testament (New International Version),,live.bible.is/ENGNIV/JHN/9,Religious,English
JHN-9-KJBSBG.txt,San Juan 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JHN/9,Religious,Kanjobal
JUD-1-ENGNIV.txt,Jude 1,New Testament (New International Version),,live.bible.is/ENGNIV/JUD/1,Religious,English
JUD-1-KJBSBG.txt,Judas 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/JUD/1,Religious,Kanjobal
LUK-1-ENGNIV.txt,Luke 1,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/1,Religious,English
LUK-1-KJBSBG.txt,San Lucas 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/1,Religious,Kanjobal
LUK-10-ENGNIV.txt,Luke 10,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/10,Religious,English
LUK-10-KJBSBG.txt,San Lucas 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/10,Religious,Kanjobal
LUK-11-ENGNIV.txt,Luke 11,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/11,Religious,English
LUK-11-KJBSBG.txt,San Lucas 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/11,Religious,Kanjobal
LUK-12-ENGNIV.txt,Luke 12,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/12,Religious,English
LUK-12-KJBSBG.txt,San Lucas 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/12,Religious,Kanjobal
LUK-13-ENGNIV.txt,Luke 13,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/13,Religious,English
LUK-13-KJBSBG.txt,San Lucas 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/13,Religious,Kanjobal
LUK-14-ENGNIV.txt,Luke 14,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/14,Religious,English
LUK-14-KJBSBG.txt,San Lucas 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/14,Religious,Kanjobal
LUK-15-ENGNIV.txt,Luke 15,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/15,Religious,English
LUK-15-KJBSBG.txt,San Lucas 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/15,Religious,Kanjobal
LUK-16-ENGNIV.txt,Luke 16,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/16,Religious,English
LUK-16-KJBSBG.txt,San Lucas 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/16,Religious,Kanjobal
LUK-17-ENGNIV.txt,Luke 17,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/17,Religious,English
LUK-17-KJBSBG.txt,San Lucas 17,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/17,Religious,Kanjobal
LUK-18-ENGNIV.txt,Luke 18,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/18,Religious,English
LUK-18-KJBSBG.txt,San Lucas 18,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/18,Religious,Kanjobal
LUK-19-ENGNIV.txt,Luke 19,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/19,Religious,English
LUK-19-KJBSBG.txt,San Lucas 19,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/19,Religious,Kanjobal
LUK-2-ENGNIV.txt,Luke 2,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/2,Religious,English
LUK-2-KJBSBG.txt,San Lucas 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/2,Religious,Kanjobal
LUK-20-ENGNIV.txt,Luke 20,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/20,Religious,English
LUK-20-KJBSBG.txt,San Lucas 20,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/20,Religious,Kanjobal
LUK-21-ENGNIV.txt,Luke 21,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/21,Religious,English
LUK-21-KJBSBG.txt,San Lucas 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/21,Religious,Kanjobal
LUK-22-ENGNIV.txt,Luke 22,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/22,Religious,English
LUK-22-KJBSBG.txt,San Lucas 22,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/22,Religious,Kanjobal
LUK-23-ENGNIV.txt,Luke 23,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/23,Religious,English
LUK-23-KJBSBG.txt,San Lucas 23,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/23,Religious,Kanjobal
LUK-24-ENGNIV.txt,Luke 24,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/24,Religious,English
LUK-24-KJBSBG.txt,San Lucas 24,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/24,Religious,Kanjobal
LUK-3-ENGNIV.txt,Luke 3,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/3,Religious,English
LUK-3-KJBSBG.txt,San Lucas 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/3,Religious,Kanjobal
LUK-4-ENGNIV.txt,Luke 4,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/4,Religious,English
LUK-4-KJBSBG.txt,San Lucas 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/4,Religious,Kanjobal
LUK-5-ENGNIV.txt,Luke 5,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/5,Religious,English
LUK-5-KJBSBG.txt,San Lucas 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/5,Religious,Kanjobal
LUK-6-ENGNIV.txt,Luke 6,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/6,Religious,English
LUK-6-KJBSBG.txt,San Lucas 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/6,Religious,Kanjobal
LUK-7-ENGNIV.txt,Luke 7,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/7,Religious,English
LUK-7-KJBSBG.txt,San Lucas 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/7,Religious,Kanjobal
LUK-8-ENGNIV.txt,Luke 8,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/8,Religious,English
LUK-8-KJBSBG.txt,San Lucas 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/8,Religious,Kanjobal
LUK-9-ENGNIV.txt,Luke 9,New Testament (New International Version),,live.bible.is/ENGNIV/LUK/9,Religious,English
LUK-9-KJBSBG.txt,San Lucas 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/LUK/9,Religious,Kanjobal
MAT-1-ENGNIV.txt,Matthew 1,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/1,Religious,English
MAT-1-KJBSBG.txt,San Mateo 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/1,Religious,Kanjobal
MAT-10-ENGNIV.txt,Matthew 10,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/10,Religious,English
MAT-10-KJBSBG.txt,San Mateo 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/10,Religious,Kanjobal
MAT-11-ENGNIV.txt,Matthew 11,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/11,Religious,English
MAT-11-KJBSBG.txt,San Mateo 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/11,Religious,Kanjobal
MAT-12-ENGNIV.txt,Matthew 12,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/12,Religious,English
MAT-12-KJBSBG.txt,San Mateo 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/12,Religious,Kanjobal
MAT-13-ENGNIV.txt,Matthew 13,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/13,Religious,English
MAT-13-KJBSBG.txt,San Mateo 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/13,Religious,Kanjobal
MAT-14-ENGNIV.txt,Matthew 14,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/14,Religious,English
MAT-14-KJBSBG.txt,San Mateo 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/14,Religious,Kanjobal
MAT-15-ENGNIV.txt,Matthew 15,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/15,Religious,English
MAT-15-KJBSBG.txt,San Mateo 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/15,Religious,Kanjobal
MAT-16-ENGNIV.txt,Matthew 16,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/16,Religious,English
MAT-16-KJBSBG.txt,San Mateo 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/16,Religious,Kanjobal
MAT-17-ENGNIV.txt,Matthew 17,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/17,Religious,English
MAT-17-KJBSBG.txt,San Mateo 17,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/17,Religious,Kanjobal
MAT-18-ENGNIV.txt,Matthew 18,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/18,Religious,English
MAT-18-KJBSBG.txt,San Mateo 18,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/18,Religious,Kanjobal
MAT-19-ENGNIV.txt,Matthew 19,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/19,Religious,English
MAT-19-KJBSBG.txt,San Mateo 19,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/19,Religious,Kanjobal
MAT-2-ENGNIV.txt,Matthew 2,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/2,Religious,English
MAT-2-KJBSBG.txt,San Mateo 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/2,Religious,Kanjobal
MAT-20-ENGNIV.txt,Matthew 20,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/20,Religious,English
MAT-20-KJBSBG.txt,San Mateo 20,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/20,Religious,Kanjobal
MAT-21-ENGNIV.txt,Matthew 21,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/21,Religious,English
MAT-21-KJBSBG.txt,San Mateo 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/21,Religious,Kanjobal
MAT-22-ENGNIV.txt,Matthew 22,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/22,Religious,English
MAT-22-KJBSBG.txt,San Mateo 22,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/22,Religious,Kanjobal
MAT-23-ENGNIV.txt,Matthew 23,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/23,Religious,English
MAT-23-KJBSBG.txt,San Mateo 23,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/23,Religious,Kanjobal
MAT-24-ENGNIV.txt,Matthew 24,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/24,Religious,English
MAT-24-KJBSBG.txt,San Mateo 24,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/24,Religious,Kanjobal
MAT-25-ENGNIV.txt,Matthew 25,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/25,Religious,English
MAT-25-KJBSBG.txt,San Mateo 25,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/25,Religious,Kanjobal
MAT-26-ENGNIV.txt,Matthew 26,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/26,Religious,English
MAT-26-KJBSBG.txt,San Mateo 26,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/26,Religious,Kanjobal
MAT-27-ENGNIV.txt,Matthew 27,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/27,Religious,English
MAT-27-KJBSBG.txt,San Mateo 27,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/27,Religious,Kanjobal
MAT-28-ENGNIV.txt,Matthew 28,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/28,Religious,English
MAT-28-KJBSBG.txt,San Mateo 28,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/28,Religious,Kanjobal
MAT-3-ENGNIV.txt,Matthew 3,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/3,Religious,English
MAT-3-KJBSBG.txt,San Mateo 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/3,Religious,Kanjobal
MAT-4-ENGNIV.txt,Matthew 4,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/4,Religious,English
MAT-4-KJBSBG.txt,San Mateo 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/4,Religious,Kanjobal
MAT-5-ENGNIV.txt,Matthew 5,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/5,Religious,English
MAT-5-KJBSBG.txt,San Mateo 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/5,Religious,Kanjobal
MAT-6-ENGNIV.txt,Matthew 6,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/6,Religious,English
MAT-6-KJBSBG.txt,San Mateo 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/6,Religious,Kanjobal
MAT-7-ENGNIV.txt,Matthew 7,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/7,Religious,English
MAT-7-KJBSBG.txt,San Mateo 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/7,Religious,Kanjobal
MAT-8-ENGNIV.txt,Matthew 8,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/8,Religious,English
MAT-8-KJBSBG.txt,San Mateo 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/8,Religious,Kanjobal
MAT-9-ENGNIV.txt,Matthew 9,New Testament (New International Version),,live.bible.is/ENGNIV/MAT/9,Religious,English
MAT-9-KJBSBG.txt,San Mateo 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MAT/9,Religious,Kanjobal
MRK-1-ENGNIV.txt,Mark 1,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/1,Religious,English
MRK-1-KJBSBG.txt,San Marcos 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/1,Religious,Kanjobal
MRK-10-ENGNIV.txt,Mark 10,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/10,Religious,English
MRK-10-KJBSBG.txt,San Marcos 10,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/10,Religious,Kanjobal
MRK-11-ENGNIV.txt,Mark 11,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/11,Religious,English
MRK-11-KJBSBG.txt,San Marcos 11,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/11,Religious,Kanjobal
MRK-12-ENGNIV.txt,Mark 12,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/12,Religious,English
MRK-12-KJBSBG.txt,San Marcos 12,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/12,Religious,Kanjobal
MRK-13-ENGNIV.txt,Mark 13,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/13,Religious,English
MRK-13-KJBSBG.txt,San Marcos 13,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/13,Religious,Kanjobal
MRK-14-ENGNIV.txt,Mark 14,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/14,Religious,English
MRK-14-KJBSBG.txt,San Marcos 14,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/14,Religious,Kanjobal
MRK-15-ENGNIV.txt,Mark 15,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/15,Religious,English
MRK-15-KJBSBG.txt,San Marcos 15,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/15,Religious,Kanjobal
MRK-16-ENGNIV.txt,Mark 16,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/16,Religious,English
MRK-16-KJBSBG.txt,San Marcos 16,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/16,Religious,Kanjobal
MRK-2-ENGNIV.txt,Mark 2,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/2,Religious,English
MRK-2-KJBSBG.txt,San Marcos 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/MRK/2,Religious,Kanjobal
MRK-3-ENGNIV.txt,Mark 3,New Testament (New International Version),,live.bible.is/ENGNIV/MRK/3,Religious,English
