Document,Title,Book,Author,URL,Classification,Language
ACT-21-KJBSBG.txt,Hechos 21,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/21,Religious,Kanjobal
ACT-22-ENGNIV.txt,Acts 22,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/22,Religious,English
ACT-22-KJBSBG.txt,Hechos 22,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/22,Religious,Kanjobal
ACT-23-ENGNIV.txt,Acts 23,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/23,Religious,English
ACT-23-KJBSBG.txt,Hechos 23,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/23,Religious,Kanjobal
ACT-24-ENGNIV.txt,Acts 24,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/24,Religious,English
ACT-24-KJBSBG.txt,Hechos 24,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/24,Religious,Kanjobal
ACT-25-ENGNIV.txt,Acts 25,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/25,Religious,English
ACT-25-KJBSBG.txt,Hechos 25,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/25,Religious,Kanjobal
ACT-26-ENGNIV.txt,Acts 26,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/26,Religious,English
ACT-26-KJBSBG.txt,Hechos 26,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/26,Religious,Kanjobal
ACT-27-ENGNIV.txt,Acts 27,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/27,Religious,English
ACT-27-KJBSBG.txt,Hechos 27,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/27,Religious,Kanjobal
ACT-28-ENGNIV.txt,Acts 28,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/28,Religious,English
ACT-28-KJBSBG.txt,Hechos 28,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/28,Religious,Kanjobal
ACT-3-ENGNIV.txt,Acts 3,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/3,Religious,English
ACT-3-KJBSBG.txt,Hechos 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/3,Religious,Kanjobal
ACT-4-ENGNIV.txt,Acts 4,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/4,Religious,English
ACT-4-KJBSBG.txt,Hechos 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/4,Religious,Kanjobal
ACT-5-ENGNIV.txt,Acts 5,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/5,Religious,English
ACT-5-KJBSBG.txt,Hechos 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/5,Religious,Kanjobal
ACT-6-ENGNIV.txt,Acts 6,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/6,Religious,English
ACT-6-KJBSBG.txt,Hechos 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/6,Religious,Kanjobal
ACT-7-ENGNIV.txt,Acts 7,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/7,Religious,English
ACT-7-KJBSBG.txt,Hechos 7,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/7,Religious,Kanjobal
ACT-8-ENGNIV.txt,Acts 8,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/8,Religious,English
ACT-8-KJBSBG.txt,Hechos 8,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/8,Religious,Kanjobal
ACT-9-ENGNIV.txt,Acts 9,New Testament (New International Version),,live.bible.is/ENGNIV/ACT/9,Religious,English
ACT-9-KJBSBG.txt,Hechos 9,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/ACT/9,Religious,Kanjobal
COL-1-ENGNIV.txt,Colossians 1,New Testament (New International Version),,live.bible.is/ENGNIV/COL/1,Religious,English
COL-1-KJBSBG.txt,Colosenses 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/COL/1,Religious,Kanjobal
COL-2-ENGNIV.txt,Colossians 2,New Testament (New International Version),,live.bible.is/ENGNIV/COL/2,Religious,English
COL-2-KJBSBG.txt,Colosenses 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/COL/2,Religious,Kanjobal
COL-3-ENGNIV.txt,Colossians 3,New Testament (New International Version),,live.bible.is/ENGNIV/COL/3,Religious,English
COL-3-KJBSBG.txt,Colosenses 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/COL/3,Religious,Kanjobal
COL-4-ENGNIV.txt,Colossians 4,New Testament (New International Version),,live.bible.is/ENGNIV/COL/4,Religious,English
COL-4-KJBSBG.txt,Colosenses 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/COL/4,Religious,Kanjobal
EPH-1-ENGNIV.txt,Ephesians 1,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/1,Religious,English
EPH-1-KJBSBG.txt,Efesios 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/1,Religious,Kanjobal
EPH-2-ENGNIV.txt,Ephesians 2,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/2,Religious,English
EPH-2-KJBSBG.txt,Efesios 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/2,Religious,Kanjobal
EPH-3-ENGNIV.txt,Ephesians 3,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/3,Religious,English
EPH-3-KJBSBG.txt,Efesios 3,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/3,Religious,Kanjobal
EPH-4-ENGNIV.txt,Ephesians 4,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/4,Religious,English
EPH-4-KJBSBG.txt,Efesios 4,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/4,Religious,Kanjobal
EPH-5-ENGNIV.txt,Ephesians 5,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/5,Religious,English
EPH-5-KJBSBG.txt,Efesios 5,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/5,Religious,Kanjobal
EPH-6-ENGNIV.txt,Ephesians 6,New Testament (New International Version),,live.bible.is/ENGNIV/EPH/6,Religious,English
EPH-6-KJBSBG.txt,Efesios 6,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/EPH/6,Religious,Kanjobal
GAL-1-ENGNIV.txt,Galatians 1,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/1,Religious,English
GAL-1-KJBSBG.txt,Galatas 1,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/1,Religious,Kanjobal
GAL-2-ENGNIV.txt,Galatians 2,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/2,Religious,English
GAL-2-KJBSBG.txt,Galatas 2,New Testament (1989 Kanjobal Edition),,live.bible.is/KJBSBG/GAL/2,Religious,Kanjobal
GAL-3-ENGNIV.txt,Galatians 3,New Testament (New International Version),,live.bible.is/ENGNIV/GAL/3,Religious,English
