Document,Title,Book,Author,URL,Classification
1CH-1-ENG.txt,1 Chronicles 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/1,Religious
1CH-1-KNJ.txt,1A Crónicas 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/1,Religious
1CH-10-ENG.txt,1 Chronicles 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/10,Religious
1CH-10-KNJ.txt,1A Crónicas 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/10,Religious
1CH-11-ENG.txt,1 Chronicles 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/11,Religious
1CH-11-KNJ.txt,1A Crónicas 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/11,Religious
1CH-12-ENG.txt,1 Chronicles 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/12,Religious
1CH-12-KNJ.txt,1A Crónicas 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/12,Religious
1CH-13-ENG.txt,1 Chronicles 13,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/13,Religious
1CH-13-KNJ.txt,1A Crónicas 13,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/13,Religious
1CH-14-ENG.txt,1 Chronicles 14,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/14,Religious
1CH-14-KNJ.txt,1A Crónicas 14,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/14,Religious
1CH-15-ENG.txt,1 Chronicles 15,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/15,Religious
1CH-15-KNJ.txt,1A Crónicas 15,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/15,Religious
1CH-16-ENG.txt,1 Chronicles 16,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/16,Religious
1CH-16-KNJ.txt,1A Crónicas 16,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/16,Religious
1CH-17-ENG.txt,1 Chronicles 17,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/17,Religious
1CH-17-KNJ.txt,1A Crónicas 17,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/17,Religious
1CH-18-ENG.txt,1 Chronicles 18,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/18,Religious
1CH-18-KNJ.txt,1A Crónicas 18,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/18,Religious
1CH-19-ENG.txt,1 Chronicles 19,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/19,Religious
1CH-19-KNJ.txt,1A Crónicas 19,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/19,Religious
1CH-2-ENG.txt,1 Chronicles 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/2,Religious
1CH-2-KNJ.txt,1A Crónicas 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/2,Religious
1CH-20-ENG.txt,1 Chronicles 20,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/20,Religious
1CH-20-KNJ.txt,1A Crónicas 20,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/20,Religious
1CH-21-ENG.txt,1 Chronicles 21,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/21,Religious
1CH-21-KNJ.txt,1A Crónicas 21,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/21,Religious
1CH-22-ENG.txt,1 Chronicles 22,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/22,Religious
1CH-22-KNJ.txt,1A Crónicas 22,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/22,Religious
1CH-23-ENG.txt,1 Chronicles 23,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/23,Religious
1CH-23-KNJ.txt,1A Crónicas 23,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/23,Religious
1CH-24-ENG.txt,1 Chronicles 24,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/24,Religious
1CH-24-KNJ.txt,1A Crónicas 24,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/24,Religious
1CH-25-ENG.txt,1 Chronicles 25,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/25,Religious
1CH-25-KNJ.txt,1A Crónicas 25,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/25,Religious
1CH-26-ENG.txt,1 Chronicles 26,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/26,Religious
1CH-26-KNJ.txt,1A Crónicas 26,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/26,Religious
1CH-27-ENG.txt,1 Chronicles 27,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/27,Religious
1CH-27-KNJ.txt,1A Crónicas 27,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/27,Religious
1CH-28-ENG.txt,1 Chronicles 28,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/28,Religious
1CH-28-KNJ.txt,1A Crónicas 28,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/28,Religious
1CH-29-ENG.txt,1 Chronicles 29,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/29,Religious
1CH-29-KNJ.txt,1A Crónicas 29,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/29,Religious
1CH-3-ENG.txt,1 Chronicles 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/3,Religious
1CH-3-KNJ.txt,1A Crónicas 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/3,Religious
1CH-4-ENG.txt,1 Chronicles 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/4,Religious
1CH-4-KNJ.txt,1A Crónicas 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/4,Religious
1CH-5-ENG.txt,1 Chronicles 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/5,Religious
1CH-5-KNJ.txt,1A Crónicas 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/5,Religious
1CH-6-ENG.txt,1 Chronicles 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/6,Religious
1CH-6-KNJ.txt,1A Crónicas 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/6,Religious
1CH-7-ENG.txt,1 Chronicles 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/7,Religious
1CH-7-KNJ.txt,1A Crónicas 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/7,Religious
1CH-8-ENG.txt,1 Chronicles 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/8,Religious
1CH-8-KNJ.txt,1A Crónicas 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/8,Religious
1CH-9-ENG.txt,1 Chronicles 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/1CH/9,Religious
1CH-9-KNJ.txt,1A Crónicas 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CH/9,Religious
1CO-1-ENG.txt,1 Corinthians 1,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/1,Religious
1CO-1-KNJ.txt,1 Corintios 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/1,Religious
1CO-10-ENG.txt,1 Corinthians 10,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/10,Religious
1CO-10-KNJ.txt,1 Corintios 10,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/10,Religious
1CO-11-ENG.txt,1 Corinthians 11,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/11,Religious
1CO-11-KNJ.txt,1 Corintios 11,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/11,Religious
1CO-12-ENG.txt,1 Corinthians 12,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/12,Religious
1CO-12-KNJ.txt,1 Corintios 12,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/12,Religious
1CO-13-ENG.txt,1 Corinthians 13,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/13,Religious
1CO-13-KNJ.txt,1 Corintios 13,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/13,Religious
1CO-14-ENG.txt,1 Corinthians 14,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/14,Religious
1CO-14-KNJ.txt,1 Corintios 14,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/14,Religious
1CO-15-ENG.txt,1 Corinthians 15,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/15,Religious
1CO-15-KNJ.txt,1 Corintios 15,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/15,Religious
1CO-16-ENG.txt,1 Corinthians 16,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/16,Religious
1CO-16-KNJ.txt,1 Corintios 16,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/16,Religious
1CO-2-ENG.txt,1 Corinthians 2,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/2,Religious
1CO-2-KNJ.txt,1 Corintios 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/2,Religious
1CO-3-ENG.txt,1 Corinthians 3,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/3,Religious
1CO-3-KNJ.txt,1 Corintios 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/3,Religious
1CO-4-ENG.txt,1 Corinthians 4,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/4,Religious
1CO-4-KNJ.txt,1 Corintios 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/4,Religious
1CO-5-ENG.txt,1 Corinthians 5,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/5,Religious
1CO-5-KNJ.txt,1 Corintios 5,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/5,Religious
1CO-6-ENG.txt,1 Corinthians 6,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/6,Religious
1CO-6-KNJ.txt,1 Corintios 6,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/6,Religious
1CO-7-ENG.txt,1 Corinthians 7,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/7,Religious
1CO-7-KNJ.txt,1 Corintios 7,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/7,Religious
1CO-8-ENG.txt,1 Corinthians 8,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/8,Religious
1CO-8-KNJ.txt,1 Corintios 8,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/8,Religious
1CO-9-ENG.txt,1 Corinthians 9,New Testament (New International Version),,listen.bible.is/ENGNIV/1CO/9,Religious
1CO-9-KNJ.txt,1 Corintios 9,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1CO/9,Religious
1JN-1-ENG.txt,1 John 1,New Testament (New International Version),,listen.bible.is/ENGNIV/1JN/1,Religious
1JN-1-KNJ.txt,1 Juan 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1JN/1,Religious
1JN-2-ENG.txt,1 John 2,New Testament (New International Version),,listen.bible.is/ENGNIV/1JN/2,Religious
1JN-2-KNJ.txt,1 Juan 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1JN/2,Religious
1JN-3-ENG.txt,1 John 3,New Testament (New International Version),,listen.bible.is/ENGNIV/1JN/3,Religious
1JN-3-KNJ.txt,1 Juan 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1JN/3,Religious
1JN-4-ENG.txt,1 John 4,New Testament (New International Version),,listen.bible.is/ENGNIV/1JN/4,Religious
1JN-4-KNJ.txt,1 Juan 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1JN/4,Religious
1JN-5-ENG.txt,1 John 5,New Testament (New International Version),,listen.bible.is/ENGNIV/1JN/5,Religious
1JN-5-KNJ.txt,1 Juan 5,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1JN/5,Religious
1KI-1-ENG.txt,1 Kings 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/1,Religious
1KI-1-KNJ.txt,1A Reyes 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/1,Religious
1KI-10-ENG.txt,1 Kings 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/10,Religious
1KI-10-KNJ.txt,1A Reyes 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/10,Religious
1KI-11-ENG.txt,1 Kings 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/11,Religious
1KI-11-KNJ.txt,1A Reyes 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/11,Religious
1KI-12-ENG.txt,1 Kings 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/12,Religious
1KI-12-KNJ.txt,1A Reyes 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/12,Religious
1KI-13-ENG.txt,1 Kings 13,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/13,Religious
1KI-13-KNJ.txt,1A Reyes 13,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/13,Religious
1KI-14-ENG.txt,1 Kings 14,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/14,Religious
1KI-14-KNJ.txt,1A Reyes 14,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/14,Religious
1KI-15-ENG.txt,1 Kings 15,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/15,Religious
1KI-15-KNJ.txt,1A Reyes 15,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/15,Religious
1KI-16-ENG.txt,1 Kings 16,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/16,Religious
1KI-16-KNJ.txt,1A Reyes 16,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/16,Religious
1KI-17-ENG.txt,1 Kings 17,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/17,Religious
1KI-17-KNJ.txt,1A Reyes 17,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/17,Religious
1KI-18-ENG.txt,1 Kings 18,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/18,Religious
1KI-18-KNJ.txt,1A Reyes 18,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/18,Religious
1KI-19-ENG.txt,1 Kings 19,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/19,Religious
1KI-19-KNJ.txt,1A Reyes 19,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/19,Religious
1KI-2-ENG.txt,1 Kings 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/2,Religious
1KI-2-KNJ.txt,1A Reyes 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/2,Religious
1KI-20-ENG.txt,1 Kings 20,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/20,Religious
1KI-20-KNJ.txt,1A Reyes 20,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/20,Religious
1KI-21-ENG.txt,1 Kings 21,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/21,Religious
1KI-21-KNJ.txt,1A Reyes 21,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/21,Religious
1KI-22-ENG.txt,1 Kings 22,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/22,Religious
1KI-22-KNJ.txt,1A Reyes 22,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/22,Religious
1KI-3-ENG.txt,1 Kings 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/3,Religious
1KI-3-KNJ.txt,1A Reyes 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/3,Religious
1KI-4-ENG.txt,1 Kings 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/4,Religious
1KI-4-KNJ.txt,1A Reyes 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/4,Religious
1KI-5-ENG.txt,1 Kings 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/5,Religious
1KI-5-KNJ.txt,1A Reyes 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/5,Religious
1KI-6-ENG.txt,1 Kings 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/6,Religious
1KI-6-KNJ.txt,1A Reyes 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/6,Religious
1KI-7-ENG.txt,1 Kings 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/7,Religious
1KI-7-KNJ.txt,1A Reyes 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/7,Religious
1KI-8-ENG.txt,1 Kings 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/8,Religious
1KI-8-KNJ.txt,1A Reyes 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/8,Religious
1KI-9-ENG.txt,1 Kings 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/1KI/9,Religious
1KI-9-KNJ.txt,1A Reyes 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1KI/9,Religious
1PE-1-ENG.txt,1 Peter 1,New Testament (New International Version),,listen.bible.is/ENGNIV/1PE/1,Religious
1PE-1-KNJ.txt,1 Pedro 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1PE/1,Religious
1PE-2-ENG.txt,1 Peter 2,New Testament (New International Version),,listen.bible.is/ENGNIV/1PE/2,Religious
1PE-2-KNJ.txt,1 Pedro 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1PE/2,Religious
1PE-3-ENG.txt,1 Peter 3,New Testament (New International Version),,listen.bible.is/ENGNIV/1PE/3,Religious
1PE-3-KNJ.txt,1 Pedro 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1PE/3,Religious
1PE-4-ENG.txt,1 Peter 4,New Testament (New International Version),,listen.bible.is/ENGNIV/1PE/4,Religious
1PE-4-KNJ.txt,1 Pedro 4,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1PE/4,Religious
1PE-5-ENG.txt,1 Peter 5,New Testament (New International Version),,listen.bible.is/ENGNIV/1PE/5,Religious
1PE-5-KNJ.txt,1 Pedro 5,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1PE/5,Religious
1SA-1-ENG.txt,1 Samuel 1,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/1,Religious
1SA-1-KNJ.txt,1A Samuel 1,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/1,Religious
1SA-10-ENG.txt,1 Samuel 10,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/10,Religious
1SA-10-KNJ.txt,1A Samuel 10,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/10,Religious
1SA-11-ENG.txt,1 Samuel 11,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/11,Religious
1SA-11-KNJ.txt,1A Samuel 11,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/11,Religious
1SA-12-ENG.txt,1 Samuel 12,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/12,Religious
1SA-12-KNJ.txt,1A Samuel 12,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/12,Religious
1SA-13-ENG.txt,1 Samuel 13,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/13,Religious
1SA-13-KNJ.txt,1A Samuel 13,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/13,Religious
1SA-14-ENG.txt,1 Samuel 14,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/14,Religious
1SA-14-KNJ.txt,1A Samuel 14,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/14,Religious
1SA-15-ENG.txt,1 Samuel 15,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/15,Religious
1SA-15-KNJ.txt,1A Samuel 15,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/15,Religious
1SA-16-ENG.txt,1 Samuel 16,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/16,Religious
1SA-16-KNJ.txt,1A Samuel 16,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/16,Religious
1SA-17-ENG.txt,1 Samuel 17,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/17,Religious
1SA-17-KNJ.txt,1A Samuel 17,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/17,Religious
1SA-18-ENG.txt,1 Samuel 18,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/18,Religious
1SA-18-KNJ.txt,1A Samuel 18,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/18,Religious
1SA-19-ENG.txt,1 Samuel 19,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/19,Religious
1SA-19-KNJ.txt,1A Samuel 19,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/19,Religious
1SA-2-ENG.txt,1 Samuel 2,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/2,Religious
1SA-2-KNJ.txt,1A Samuel 2,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/2,Religious
1SA-20-ENG.txt,1 Samuel 20,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/20,Religious
1SA-20-KNJ.txt,1A Samuel 20,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/20,Religious
1SA-21-ENG.txt,1 Samuel 21,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/21,Religious
1SA-21-KNJ.txt,1A Samuel 21,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/21,Religious
1SA-22-ENG.txt,1 Samuel 22,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/22,Religious
1SA-22-KNJ.txt,1A Samuel 22,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/22,Religious
1SA-23-ENG.txt,1 Samuel 23,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/23,Religious
1SA-23-KNJ.txt,1A Samuel 23,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/23,Religious
1SA-24-ENG.txt,1 Samuel 24,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/24,Religious
1SA-24-KNJ.txt,1A Samuel 24,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/24,Religious
1SA-25-ENG.txt,1 Samuel 25,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/25,Religious
1SA-25-KNJ.txt,1A Samuel 25,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/25,Religious
1SA-26-ENG.txt,1 Samuel 26,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/26,Religious
1SA-26-KNJ.txt,1A Samuel 26,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/26,Religious
1SA-27-ENG.txt,1 Samuel 27,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/27,Religious
1SA-27-KNJ.txt,1A Samuel 27,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/27,Religious
1SA-28-ENG.txt,1 Samuel 28,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/28,Religious
1SA-28-KNJ.txt,1A Samuel 28,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/28,Religious
1SA-29-ENG.txt,1 Samuel 29,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/29,Religious
1SA-29-KNJ.txt,1A Samuel 29,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/29,Religious
1SA-3-ENG.txt,1 Samuel 3,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/3,Religious
1SA-3-KNJ.txt,1A Samuel 3,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/3,Religious
1SA-30-ENG.txt,1 Samuel 30,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/30,Religious
1SA-30-KNJ.txt,1A Samuel 30,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/30,Religious
1SA-31-ENG.txt,1 Samuel 31,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/31,Religious
1SA-31-KNJ.txt,1A Samuel 31,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/31,Religious
1SA-4-ENG.txt,1 Samuel 4,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/4,Religious
1SA-4-KNJ.txt,1A Samuel 4,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/4,Religious
1SA-5-ENG.txt,1 Samuel 5,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/5,Religious
1SA-5-KNJ.txt,1A Samuel 5,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/5,Religious
1SA-6-ENG.txt,1 Samuel 6,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/6,Religious
1SA-6-KNJ.txt,1A Samuel 6,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/6,Religious
1SA-7-ENG.txt,1 Samuel 7,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/7,Religious
1SA-7-KNJ.txt,1A Samuel 7,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/7,Religious
1SA-8-ENG.txt,1 Samuel 8,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/8,Religious
1SA-8-KNJ.txt,1A Samuel 8,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/8,Religious
1SA-9-ENG.txt,1 Samuel 9,Old Testament (New International Version),,listen.bible.is/ENGNIV/1SA/9,Religious
1SA-9-KNJ.txt,1A Samuel 9,Old Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1SA/9,Religious
1TH-1-ENG.txt,1 Thessalonians 1,New Testament (New International Version),,listen.bible.is/ENGNIV/1TH/1,Religious
1TH-1-KNJ.txt,1 Tesalonicenses 1,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1TH/1,Religious
1TH-2-ENG.txt,1 Thessalonians 2,New Testament (New International Version),,listen.bible.is/ENGNIV/1TH/2,Religious
1TH-2-KNJ.txt,1 Tesalonicenses 2,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1TH/2,Religious
1TH-3-ENG.txt,1 Thessalonians 3,New Testament (New International Version),,listen.bible.is/ENGNIV/1TH/3,Religious
1TH-3-KNJ.txt,1 Tesalonicenses 3,New Testament (Acateco 2016 Edition),,listen.bible.is/KNJAEM/1TH/3,Religious
